# Expression Atlas version: 3.5
# Query: Genes matching: default query, specifically up/down differentially expressed in 2 comparisons  given the p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4152
# Timestamp: Sun, 23-Jul-2017 11:46:47
Gene ID	Gene Name	Design Element	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat
ENSG00000151632	AKR1C2	7931832	-1.0	1.0682843312922E-4	-17.5944242901679	-0.5	0.00844175651754943	-6.88952445118201
ENSG00000151640	DPYSL4	7931439	0.4	0.00178563908359366	8.42231945656189			
ENSG00000151650	VENTX	7931556	0.2	0.128655972311638	2.41121176907766			
ENSG00000151651	ADAM8	7937150	0.1	0.305624026393659	1.50610611303456			
ENSG00000151657	KIN	7932000	-0.1	0.697950754406766	-0.569211744620439	0.2	0.116730456488674	2.56433074486939
ENSG00000151665	PIGF	8051993	-0.3	0.183736151216544	-2.03920634186118			
ENSG00000151689	INPP1	8047069	-0.1	0.372049986835139	-1.29729513362496	0.2	0.168318465483252	2.18129713730396
ENSG00000151690	MFSD6	8047078	-0.6	7.06266782425856E-4	-10.6702608840854			
ENSG00000151692	RNF144A	8040090	0.2	0.0456837348401828	3.50459337479456	-0.5	0.0102453049104003	-6.40725164267501
ENSG00000151702	FLI1	7945132				-0.3	0.0101677393248056	-6.42005096377738
ENSG00000151718	WWC2	8098470	0.2	0.0656629500442175	3.11335479465239	0.2	0.0632172312432767	3.25378088268971
ENSG00000151726	ACSL1	8103951	-0.5	0.00330945899275646	-7.22110784700004			
ENSG00000151729	SLC25A4	8098576	-0.3	0.0129258708608016	-5.06902764023866			
ENSG00000151743	AMN1	7962185	0.1	0.754557338692956	0.464059105993845			
ENSG00000151746	BICD1	7954717	-0.2	0.0504964579026688	-3.39383652522954	0.3	0.00992402017612388	6.4928794631442
ENSG00000151748	SAV1	7979033	-0.5	0.00728635954749701	-5.90257480163773			
ENSG00000151773	CCDC122	7971335	-0.2	0.241548973636274	-1.75701129616898	0.2	0.0944800761302026	2.79120205021257
ENSG00000151778	SERP2	7968892	-0.3	0.0143322180742734	-4.91398553673715	-0.3	0.0331540382096662	-4.12576503794654
ENSG00000151779	NBAS	8050367	0.4	0.00514814208837199	6.46868904088466			
ENSG00000151789	ZNF385D	8085774	-1.0	1.25718338793022E-4	-16.7468755214716			
ENSG00000151790	TDO2	8097991	-0.3	0.0774116039522642	-2.94017320208232	-0.3	0.071423737095421	-3.10380013805004
ENSG00000151806	GUF1	8094876	0.2	0.111676494790415	2.55688686057727			
ENSG00000151835	SACS	7970569	0.7	0.0054174987689743	6.38945622625127	0.7	0.00716011887757668	7.36509569353869
ENSG00000151849	CENPJ	7970624	0.6	8.55861800558509E-4	10.1547913399219	0.3	0.0168176392649231	5.33809024495122
ENSG00000151881	TMEM267	8111952	0.2	0.206012547872176	1.92252338727931	-0.2	0.147636401563936	-2.31864335599564
ENSG00000151892	GFRA1	7936494	-0.4	0.0042577212204169	-6.79719349102263	-0.4	0.0056147605296549	-7.94429930452482
ENSG00000151914	DST	8127234	0.2	0.285375083811772	1.58183411230672	0.3	0.114660999469313	2.58517044557299
ENSG00000151952	TMEM132D	7967641	0.2	0.294698181673046	1.54726439330256			
ENSG00000152049	KCNE4	8048749	1.2	1.88478197907894E-4	14.9245786807206	-0.9	0.00426095867636536	-8.78290298900855
ENSG00000152056	AP1S3	8059350	-1.3	0.00157358292439828	-8.67609147686988	-0.4	0.00396396571477064	-9.00748580859741
ENSG00000152086	TUBA3E	8055194	0.3	0.119350432221079	2.49238062204708	0.1	0.733154262469776	0.557437281903584
ENSG00000152092	ASTN1	7922525				-0.1	0.642639066772054	-0.743410636905527
ENSG00000152127	MGAT5	8045349	0.4	0.00726834899907723	5.91208449720214			
ENSG00000152133	GPATCH11	8041487	0.2	0.0770765072968909	2.94484018368187	0.2	0.0925684325066034	2.81516847009624
ENSG00000152137	HSPB8	7959102	-0.6	0.00308351459585617	-7.3508383021715	-0.2	0.143650170049242	-2.34599932950644
ENSG00000152192	POU4F1	7972177				-0.2	0.304971056301941	-1.57372646276955
ENSG00000152193	RNF219	7972180				0.3	0.0681609073986449	3.16487271977764
ENSG00000152207	CYSLTR2	7969050	-0.2	0.193182433189069	-1.98706127863008	-0.2	0.270123492265416	-1.70181312689403
ENSG00000152208	GRID2	8096440	-0.1	0.585363133845612	-0.792752094701743			
ENSG00000152217	SETBP1	8021047	0.3	0.0132423313256542	5.02856749646185			
ENSG00000152219	ARL14EP	7939087				0.1	0.365224754105031	1.37919986917467
ENSG00000152223	EPG5	8022996				0.2	0.159518993927081	2.23645241779551
ENSG00000152229	PSTPIP2	8023043	-0.6	0.00217498544556816	-8.01790229621531	-0.1	0.283081175501908	-1.65247564382373
ENSG00000152234	ATP5A1	8023063				-0.1	0.477260230412468	-1.09627981707254
ENSG00000152240	HAUS1	8021101	-0.1	0.247400941258352	-1.7308125574559			
ENSG00000152242	C18orf25	8021113				0.2	0.209907848351745	1.95744678623753
ENSG00000152253	SPC25	8056572	-0.1	0.71511081492606	-0.537002145841138	-0.1	0.459345334877339	-1.13828814392119
ENSG00000152256	PDK1	8046408	0.4	0.0127501340394006	5.0891273388447			
ENSG00000152270	PDE3B	7938629	-0.2	0.072160862008745	-3.01313449188014			
ENSG00000152284	TCF7L1	8043114				-0.3	0.00835580752049303	-6.90684486921005
ENSG00000152332	UHMK1	7906852				0.2	0.034863799465952	4.0521289042847
ENSG00000152348	ATG10	8106709	-0.1	0.539513103399332	-0.886424404499568			
ENSG00000152359	POC5	8112709	-0.1	0.692323479717405	-0.581252087731936	-0.1	0.648345642554562	-0.731055131618583
ENSG00000152377	SPOCK1	8114287				0.2	0.0176162426181425	5.23102058721573
ENSG00000152380	FAM151B	8106626	0.4	0.00427451962218005	6.78756129526101	0.4	0.0161966919024611	5.40159278482002
ENSG00000152409	JMY	8106516				-0.4	0.0120952166887472	-6.01261878809079
ENSG00000152413	HOMER1	8112841	0.6	0.0165807328540861	4.72895653329642	0.3	0.0604109052454197	3.30638355107989
ENSG00000152422	XRCC4	8106730				0.2	0.238484481539895	1.83126342451617
ENSG00000152433	ZNF547	8031732				0.2	0.16944670965438	2.17444703190011
ENSG00000152439	ZNF773	8031759	-0.2	0.0619336601105768	-3.17625221479706	-0.3	0.0401513015966722	-3.8345894684662
ENSG00000152443	ZNF776	8031815	-0.2	0.194513697561164	-1.9799342641164			
ENSG00000152454	ZNF256	8039706	-0.1	0.603873448751937	-0.755116795433549	-0.2	0.378031487776169	-1.34214538807604
ENSG00000152455	SUV39H2	7926319	0.3	0.0455816696802296	3.50850973602629	0.4	0.0263156084597032	4.52651701561305
ENSG00000152463	OLAH	7926334	-0.4	0.0428692873055777	-3.57383305604481	0.1	0.506126786517884	1.03106725066363
ENSG00000152464	RPP38	7926345	-0.3	0.0461184490604794	-3.49503889132834	-0.2	0.158367788728777	-2.2439937041044
ENSG00000152465	NMT2	7932227	-0.3	0.0205636429436729	-4.44483435443419			
ENSG00000152467	ZSCAN1	8031847				-0.1	0.757221384954923	-0.507871660874529
ENSG00000152475	ZNF837	8039766				-0.1	0.399063627920174	-1.2874660519867
ENSG00000152484	USP12	7970696				0.3	0.0438737700414432	3.71054212645529
ENSG00000152518	ZFP36L2	8051814	-0.8	4.06298666077537E-4	-12.2138591105872	-0.4	0.0151879664930916	-5.51798843686778
ENSG00000152520	PAN3	7968274				0.2	0.280745882493151	1.66142589664859
ENSG00000152527	PLEKHH2	8041644	-0.4	0.00516751760205008	-6.46035286764031			
ENSG00000152556	PFKM	7955078	-0.2	0.2134482414407	-1.88617114539627			
ENSG00000152582	SPEF2	8104856	-0.3	0.0562129665696746	-3.28264708428997	-0.1	0.218151109776324	-1.92003492541529
ENSG00000152595	MEPE	8096290				-0.1	0.36889787167567	-1.36881600213577
ENSG00000152611	CAPSL	8111506				-0.2	0.0549794274028556	-3.42238648684839
ENSG00000152620	NADK2	8111552	0.6	0.00835363367651437	5.68520418936924			
ENSG00000152642	GPD1L	8078386	-0.2	0.384564593256017	-1.26121461483838	-0.5	0.0287509393945161	-4.3773828435653
ENSG00000152672	CLEC4F	8052908	0.1	0.517919790862527	0.934030381325269	-0.1	0.412345907142688	-1.25241255276761
ENSG00000152700	SAR1B	8114193	0.1	0.601254500639225	0.759907216411581	0.2	0.411972945775926	1.2533142860083
ENSG00000152705	CATSPER3	8108182				-0.2	0.123560479633429	-2.50382385382188
ENSG00000152749	GPR180	7969626	0.3	0.0168710625746967	4.70611914848406	0.2	0.0477694027277487	3.60227652767072
ENSG00000152760	TCTEX1D1	7902158	-0.2	0.287905153975287	-1.5728020169781	0.8	0.00940392154230351	6.63922909024022
ENSG00000152763	WDR78	7916789	-0.3	0.105225742088275	-2.6159135125718			
ENSG00000152766	ANKRD22	7934898	-0.7	0.0199620691460664	-4.48444367204443	-0.4	0.0943057992400441	-2.79387244354991
ENSG00000152778	IFIT5	7929072	0.2	0.28992430338562	1.56573340582881			
ENSG00000152779	SLC16A12	7934936	0.3	0.20376172170482	1.93344076741257	-0.1	0.412250203293113	-1.25266130658302
ENSG00000152784	PRDM8	8096032	-0.7	0.00456504979791631	-6.67767405261447	-0.4	0.0174833662930163	-5.24283087787241
ENSG00000152894	PTPRK	8129418	-0.2	0.033315377753072	-3.85668881065445			
ENSG00000152904	GGPS1	7910640	-0.1	0.247115181855657	-1.73258158517516			
ENSG00000152926	ZNF117	8139832	0.1	0.757261236556818	0.459226662103242	0.5	0.0220589911337971	4.83451369619501
ENSG00000152939	MARVELD2	8105899				-0.2	0.0773465885321744	-3.01589162181758
ENSG00000152939	MARVELD2	8177498				-0.2	0.0773465885321744	-3.01589162181758
ENSG00000152942	RAD17	8105878	0.2	0.374500835276698	1.28957720969184	0.2	0.336257894321849	1.47060873769088
ENSG00000152942	RAD17	8177478	0.2	0.436610455120604	1.1260714493293	0.2	0.418693163581129	1.23752907494039
ENSG00000152952	PLOD2	8091283				0.2	0.0147117151867654	5.60266992420752
ENSG00000152953	STK32B	8093858	0.7	0.00218171342758252	8.01101250018164	-0.1	0.251629412129435	-1.77569641050207
ENSG00000152990	ADGRA3	8099612				0.2	0.116670900173352	2.56521762049065
ENSG00000153006	SREK1IP1	8112337				0.2	0.132112198401963	2.43125919832854
ENSG00000153015	CWC27	8105612	0.1	0.312970746858035	1.47948764096796			
ENSG00000153029	MR1	7907893	-0.7	5.61419263164939E-4	-11.2824573373996	-0.3	0.0208979262521503	-4.91282696809123
ENSG00000153044	CENPH	8105842	0.2	0.248465554747608	1.72615746015754	-0.1	0.446254623422707	-1.17176649453851
ENSG00000153048	CARHSP1	7999319	-0.4	0.0258010236227631	-4.16596902189047	-0.1	0.628884520605722	-0.770102017974344
ENSG00000153060	TEKT5	7999396				0.1	0.672168771461255	0.681871586960813
ENSG00000153064	BANK1	8096617	-0.3	0.0138078214487528	-4.96784206432651	-0.3	0.0132237803959684	-5.80749957003002
ENSG00000153071	DAB2	8111772				-0.4	0.00737940000585813	-7.28949838234718
ENSG00000153086	ACMSD	8045368	0.2	0.187852541831439	2.01645678000468			
ENSG00000153094	BCL2L11	8044375	-0.2	0.0764449366397287	-2.95458041067421			
ENSG00000153107	ANAPC1	8054614	0.2	0.0497931255673574	3.40832200070771			
ENSG00000153132	CLGN	8102877	-0.7	0.00132212071787596	-9.07728741520253	0.4	0.0603666504787593	3.30741909321413
ENSG00000153140	CETN3	8113050	-0.2	0.0679997115222904	-3.07034317892054	0.1	0.472931000393662	1.10568856189607
ENSG00000153162	BMP6	8116818	-0.6	0.00274422983485668	-7.55526123045977			
ENSG00000153179	RASSF3	7956819	0.2	0.0438170148754342	3.54929888240935	0.2	0.07248088906993	3.0899886677365
ENSG00000153187	HNRNPU	7925561				0.1	0.272329564148054	1.69365506537049
ENSG00000153201	RANBP2	8044263	0.2	0.179521539391717	2.06509027691228	0.4	0.0342035026414332	4.07871255341963
ENSG00000153214	TMEM87B	8044417	0.4	0.0113308888133838	5.24239734143317	0.2	0.124938316732615	2.48977613030942
ENSG00000153234	NR4A2	8055952	-1.9	3.35380347698811E-5	-27.6220691020702	-1.7	3.54888747787036E-4	-19.9676493366173
ENSG00000153246	PLA2R1	8056151	-0.8	0.00201712240787746	-8.17828746950144	0.2	0.103241392701129	2.69325180698638
ENSG00000153250	RBMS1	8056206	-0.2	0.1015520811932	-2.65441199990872	-0.2	0.0192955328001378	-5.04127176755841
ENSG00000153253	SCN3A	8056376	-0.8	0.00259327818680783	-7.67295888914971			
ENSG00000153291	SLC25A27	8120067	-0.2	0.118654707041316	-2.49766516079303			
ENSG00000153292	ADGRF1	8126820	-0.1	0.571819460045626	-0.820407737806747			
ENSG00000153339	TRAPPC8	8022767				0.2	0.287513168496071	1.6373971402288
ENSG00000153347	FAM81B	8106950				-0.1	0.525597795388689	-0.986695435636997
ENSG00000153363	LINC00467	7909561	-0.3	0.0307003424564157	-3.95176857250278	-0.3	0.0262499955729182	-4.53049421104355
ENSG00000153391	INO80C	8022902				-0.1	0.646345385476186	-0.735613498697155
ENSG00000153395	LPCAT1	8110841	-0.2	0.202650620461794	-1.93842579251187			
ENSG00000153406	NMRAL1	7999149	-0.2	0.0209370991595731	-4.42022473710138	-0.3	0.0207728001106395	-4.92154540730262
ENSG00000153443	UBALD1	7999173				-0.5	0.0123933686444425	-5.93680069897243
ENSG00000153495	TEX29	7970139	0.1	0.431808720087066	1.13851148006947			
ENSG00000153531	ADPRHL1	7972902				-0.2	0.101714711352425	-2.70913807135343
ENSG00000153551	CMTM7	8078405	-0.4	0.0138828930473677	-4.95690129716356	-0.6	0.00554363832015258	-7.98108987302197
ENSG00000153558	FBXL2	8078461	-0.2	0.020153737425438	-4.471149492043	-0.4	0.0176162426181425	-5.22995131351575
ENSG00000153561	RMND5A	8043310	0.2	0.134314859995485	2.37013185913634	0.1	0.558817799898489	0.916864727894725
ENSG00000153563	CD8A	8053584				0.1	0.461925388712728	1.131953099504
ENSG00000153574	RPIA	8043413	0.1	0.359240458105846	1.33538161075417			
ENSG00000153721	CNKSR3	8130422	-0.8	0.00437777687841465	-6.74125842116017	-0.6	0.00702829809743735	-7.39113169928489
ENSG00000153767	GTF2E1	8081953				0.1	0.324991508304037	1.50822222641736
ENSG00000153774	CFDP1	8002865	0.2	0.164357481418106	2.15400510175375			
ENSG00000153789	FAM92B	8003193	0.1	0.366517062706922	1.31401769257915			
ENSG00000153814	JAZF1	8138789	0.2	0.0915978701573766	2.76146297916065	-0.2	0.110697339701289	-2.62173733595624
ENSG00000153815	CMIP	7997427	0.3	0.0272273732669687	4.09589793518848	0.2	0.0673836102465642	3.17659118478532
ENSG00000153820	SPHKAP	8059551	0.2	0.0855784096392177	2.83131340022575	0.1	0.273844706048895	1.68814930340921
ENSG00000153823	PID1	8059565	-0.8	7.53179644502814E-4	-10.4623599472439	0.4	0.0158981707120729	5.43264100870974
ENSG00000153827	TRIP12	8059596				0.4	0.0245604781935118	4.63840294011126
ENSG00000153832	FBXO36	8048889	-0.5	0.00193054982938905	-8.2802872496337	-0.2	0.0747717092825928	-3.05397970078003
ENSG00000153879	CEBPG	8027566	0.2	0.0250840404959751	4.20199703137855	-0.3	0.00830984655001168	-6.9354282251524
ENSG00000153885	KCTD15	8027584	0.6	3.08847926245294E-4	13.1040798856292			
ENSG00000153922	CHD1	8113305	0.4	0.0308780106484859	3.94593846615435	0.4	0.0317881899280764	4.19969618678977
ENSG00000153933	DGKE	8008629	-0.2	0.222845266397948	-1.84069773415608	0.1	0.529062629876863	0.978238983474652
ENSG00000153956	CACNA2D1	8140579	0.3	0.0214123227403823	4.39223338468487			
ENSG00000153975	ZUFSP	8129108	0.1	0.607223006068113	0.748112613172727	0.3	0.085866056361746	2.89361592862276
ENSG00000153976	HS3ST3A1	8012883	-0.3	0.0160823357122493	-4.76757849508269			
ENSG00000154016	GRAP	8013319	0.3	0.218335865260083	1.86270063301763	0.2	0.359113922072229	1.398638795809
ENSG00000154027	AK5	7902452	0.4	0.00245390926781375	7.77974400994568			
ENSG00000154040	CABYR	8020653	-0.4	0.0157481409161531	-4.79442282960023	-0.3	0.0176162426181425	-5.22866420884123
ENSG00000154059	IMPACT	8020668	0.1	0.407278977005017	1.20170385144969			
ENSG00000154065	ANKRD29	8022559	-1.1	5.64140472092741E-5	-21.6727099004058	0.6	0.00305536793766573	9.94042482281347
ENSG00000154096	THY1	7952268	-0.4	0.00132662418064511	-9.06919018627238	-0.4	0.00387634684334068	-9.08838806713178
ENSG00000154122	ANKH	8111101	-0.3	0.0313555895451871	-3.92770472766194			
ENSG00000154127	UBASH3B	7944722	0.3	0.0132057722100871	5.03208719100206	0.3	0.0104689635167672	6.3453140621295
ENSG00000154153	FAM134B	8111136	-0.8	0.00181033240069313	-8.39461789503463	-0.3	0.0469106919464054	-3.62483743901641
ENSG00000154165	GPR15	8081214	0.2	0.144413966807716	2.28792365458387			
ENSG00000154188	ANGPT1	8152297	-1.1	0.00167714246740712	-8.54562074895891	-0.5	0.00970663972663557	-6.55082327825057
ENSG00000154217	PITPNC1	8009353	-0.8	0.00197811498609702	-8.22207367192137	0.2	0.0209797906942828	4.90626635696454
ENSG00000154229	PRKCA	8009301	-0.3	0.0129124790893104	-5.07074510169934			
ENSG00000154237	LRRK1	7986463	-0.2	0.0770953222213051	-2.94433219577304	-0.2	0.0765655402409643	-3.02664019023017
ENSG00000154240	CEP112	8017736	0.1	0.398016832423971	1.22624448339769			
ENSG00000154258	ABCA9	8017927	-0.8	2.64796590862337E-4	-13.6398897099652	-0.1	0.600909027364504	-0.826603640187578
ENSG00000154262	ABCA6	8017964	-2.7	3.57052763382676E-5	-25.9270484966344	0.1	0.536669249574971	0.962557466210772
ENSG00000154277	UCHL1	8094778	0.2	0.0859461943692403	2.82680243510206			
ENSG00000154309	DISP1	7909954	-0.5	0.00635517207622312	-6.13252416904384	0.2	0.138914801170586	2.37978327201295
ENSG00000154319	FAM167A	8149324				0.3	0.0411417369077079	3.79582144205836
ENSG00000154359	LONRF1	8149399	0.2	0.184401672349795	2.03407640696182			
ENSG00000154415	PPP1R3A	8142435				0.2	0.252289804789423	1.77312349200506
ENSG00000154429	CCSAP	7924897	0.2	0.0358310103658225	3.77281166404525			
ENSG00000154447	SH3RF1	8103630				-0.2	0.0371448496512067	-3.94518707877299
ENSG00000154478	GPR26	7931199	0.1	0.608179673506221	0.74578824392761	-0.1	0.697465780491271	-0.628021905169547
ENSG00000154493	C10orf90	7936996	0.1	0.457588894360677	1.07528797030299			
ENSG00000154548	SRSF12	8128079	0.2	0.0793430808765111	2.9140989954386			
ENSG00000154553	PDLIM3	8104022	-0.7	0.00196140078135441	-8.2460192175714			
ENSG00000154556	SORBS2	8104035	0.8	1.54907248066409E-4	15.8333075052208	-0.2	0.0310044579152289	-4.24773939768922
ENSG00000154589	LY96	8146934	-0.2	0.170078434485177	-2.11762879431318			
ENSG00000154608	CEP170P1	8097058	0.3	0.151687250963824	2.2351130224185	0.5	0.0225979492509395	4.78853682539074
ENSG00000154639	CXADR	8067955				0.1	0.381374375029089	1.33244162329222
ENSG00000154642	C21orf91	8069574	-0.1	0.746874885058087	-0.478801713240185	-0.1	0.431967211455712	-1.20493704001919
ENSG00000154646	TMPRSS15	8069582				-0.1	0.509133265152569	-1.02454580128789
ENSG00000154678	PDE1C	8138888	-0.3	0.0125097834220531	-5.11122261558349	-0.3	0.0316925253207367	-4.20677530292926
ENSG00000154734	ADAMTS1	8069676	-0.7	0.00132926705043163	-9.06291655155529	0.4	0.00897612819532306	6.76486424598719
ENSG00000154743	TSEN2	8077914	-0.3	0.082588817262362	-2.86868685659737	-0.4	0.0419871624486884	-3.76710210503848
ENSG00000154760	SLFN13	8014248				0.2	0.217337816448718	1.92391626230365
ENSG00000154764	WNT7A	8085475				0.1	0.209380468147493	1.95970108343911
ENSG00000154767	XPC	8085486	-0.3	0.0239740795225107	-4.25423539179109	-0.3	0.0188719433167687	-5.08623866257702
ENSG00000154781	CCDC174	8078033	-0.2	0.103298162834393	-2.63739235349849			
ENSG00000154783	FGD5	8078066	-0.2	0.177521523240537	-2.07688414299689	-0.2	0.148928532515394	-2.30787470537813
ENSG00000154822	PLCL2	8078187	-0.1	0.347084875130196	-1.37169658783141	-0.1	0.525244592798794	-0.988172173364485
ENSG00000154832	CXXC1	8023344				-0.2	0.197064470534967	-2.02352270889892
ENSG00000154839	SKA1	8021187	0.1	0.457824732573132	1.07474000292823			
ENSG00000154856	APCDD1	8020141	0.6	6.72036420644398E-4	10.7849035478688	-0.6	0.00227075411020517	-10.8679102066686
ENSG00000154864	PIEZO2	8022295	-0.3	0.0237211347305495	-4.2678268227107			
ENSG00000154889	MPPE1	8022326	-0.3	0.0648732669585495	-3.12563388995849	-0.3	0.0997209460344537	-2.73363164126302
ENSG00000154920	EME1	8008310	-0.1	0.584092005319687	-0.79590362644815			
ENSG00000154928	EPHB1	8082846	0.3	0.0596610547436649	3.21584839558257	0.2	0.0834560394373669	2.9272916593931
ENSG00000154957	ZNF18	8012843				-0.2	0.0753585051870195	-3.04339348345317
ENSG00000155008	APOOL	8168580				0.1	0.594848325296848	0.839506090943254
ENSG00000155016	CYP2U1	8096744	-0.5	7.26420416977279E-4	-10.5771037446844	-0.4	0.0132952706159254	-5.79367799775536
ENSG00000155085	AK9	8128795	-0.3	0.0672385864989346	-3.08491374708618	-0.1	0.585293191948183	-0.859578579989073
ENSG00000155090	KLF10	8152215	0.3	0.0618365398126665	3.17839005786343	-0.4	0.0168254576900508	-5.33272567077458
ENSG00000155096	AZIN1	8152222	0.3	0.0669379446306419	3.09177862418613			
ENSG00000155097	ATP6V1C1	8147724	-0.1	0.71592329874605	-0.535342921237197	0.3	0.0359032929084115	4.0100447293101
ENSG00000155099	TMEM55A	8151756	-0.2	0.0956315805448991	-2.71674342525485			
ENSG00000155115	GTF3C6	8121502	0.4	0.0411858161932911	3.61950322697837	0.2	0.132587779459079	2.42736872024197
ENSG00000155158	TTC39B	8160213	0.4	0.152485823833011	2.23074487313026	-0.2	0.0359303900685181	-4.00588635880463
ENSG00000155189	AGPAT5	8144378	0.5	0.0113308888133838	5.24238390532968			
ENSG00000155229	MMS19	7935474	0.3	0.0447981038585532	3.52599788238797			
ENSG00000155249	OR4K1	7973016	0.1	0.49114825041	0.995281058290409	0.2	0.305339576851203	1.57195656521345
ENSG00000155256	ZFYVE27	7929692				0.1	0.250171737354481	1.78296541643065
ENSG00000155269	GPR78	8094093	0.1	0.607182437231127	0.748424265164131			
ENSG00000155275	TRMT44	8094070				0.2	0.113792676675706	2.59407334094106
ENSG00000155287	SLC25A28	7935639				-0.2	0.0644006644180744	-3.23314239168647
ENSG00000155304	HSPA13	8069532	0.6	0.00248125603314363	7.75917822632986			
ENSG00000155307	SAMSN1	8069541	-0.2	0.137433916073044	-2.34307047591284	-0.2	0.168468673532338	-2.18037615526157
ENSG00000155324	GRAMD3	8107673				-0.2	0.143650170049242	-2.34605135374934
ENSG00000155368	DBI	8044804	0.2	0.318119581010462	1.46133672709311			
ENSG00000155380	SLC16A1	7918622	0.3	0.00716928675215316	5.93266170560882			
ENSG00000155393	HEATR3	7995456	0.3	0.103381249966571	2.6366757012586	0.1	0.298787990263957	1.5971638098144
ENSG00000155465	SLC7A7	7977786	-0.3	0.019882716746651	-4.48935795065425	-0.2	0.0387804606207845	-3.88525558548647
